fecha,Event_Type,refill_TimeStamp,DeltaFuel,valid_fuel,before_avg,supply_TimeStamp,Origin,FuelLevelLiters,dif entreFuelLevel,,,,
2/13/2025,Both_Events,2025-02-13T02:07:30.000000,2122.88,3047.04,917.6,2025-02-13T19:00:00.000000,P068,2480,357.12,,,,
2/13/2025,Refill_Only,2025-02-13T23:25:30.000000,2062.72,3032.64,883.392,,,,-2062.72,,,,
2/14/2025,Both_Events,2025-02-14T21:36:00.000000,2216.3199999999997,3015.04,802.4960000000001,2025-02-14T19:00:00.000000,P068,2499,282.68,,,,
2/15/2025,Both_Events,2025-02-15T20:02:00.000000,2093.12,2936.32,845.824,2025-02-15T19:00:00.000000,P068,2427,333.88,,,,
2/16/2025,Both_Events,2025-02-16T16:33:30.000000,2108.48,2997.44,885.4399999999999,2025-02-16T16:31:07.780000,SURTIDOR-TRUCKSHOP,2448,339.52,,,,
2/17/2025,Both_Events,2025-02-17T19:35:00.000000,2141.12,2970.88,825.824,2025-02-17T19:35:56.743000,SURTIDOR-TRUCKSHOP,2576,434.88,,,,
2/18/2025,Both_Events,2025-02-18T16:18:00.000000,2073.92,3011.52,949.5040000000001,2025-02-18T07:00:00.000000,SST,2284,210.08,,,,
2/19/2025,Both_Events,2025-02-19T21:15:30.000000,2069.12,2960.96,768.128,2025-02-19T19:00:00.000000,P068,2668,598.88,,,,
2/20/2025,Both_Events,2025-02-20T15:38:30.000000,355.1999999999998,1670.08,689.6960000000001,2025-02-20T07:00:00.000000,SST,2731,2375.8,,,,
2/21/2025,Both_Events,2025-02-21T09:02:30.000000,777.6,1761.28,985.984,2025-02-21T07:00:00.000000,P068,2310,1532.4,,,,
2/21/2025,Supply_Only,,,,,2025-02-21T19:00:00.000000,P068,2427,2427,,,,
2/22/2025,Refill_Only,2025-02-22T00:57:00.000000,2125.4399999999996,3036.16,904.4800000000001,,,,-2125.44,,,,
2/23/2025,Both_Events,2025-02-23T05:44:30.000000,2200,3145.6,947.5520000000002,2025-02-23T05:40:30.527000,SURTIDOR-TRUCKSHOP,2385,185,,,,
2/23/2025,Supply_Only,,,,,2025-02-23T20:00:00.000000,P068,2424,2424,,,,
2/24/2025,Both_Events,2025-02-24T02:30:00.000000,2328.96,3054.08,724.8639999999999,2025-02-24T20:00:00.000000,P068,2434,105.04,,,,
2/25/2025,Both_Events,2025-02-25T01:40:00.000000,2153.92,3075.2,927.808,2025-02-25T08:00:00.000000,SST,1860,-293.92,,,,
2/25/2025,Refill_Only,2025-02-25T13:46:30.000000,1465.6,3142.08,1693.568,,,,-1465.6,,,,
2/26/2025,Both_Events,2025-02-26T07:49:00.000000,593.5999999999999,1367.04,775.36,2025-02-26T08:00:00.000000,P068,2700,2106.4,,,,
2/26/2025,Supply_Only,,,,,2025-02-26T20:00:00.000000,SST,2549,2549,,,,
2/27/2025,Both_Events,2025-02-27T04:03:00.000000,2212.7999999999997,3039.68,828.8,2025-02-27T20:00:00.000000,P068,2512,299.2,,,,
2/28/2025,Refill_Only,2025-02-28T03:13:30.000000,2192.3199999999997,3032.64,844.192,,,,-2192.32,,,,
2/28/2025,Refill_Only,2025-02-28T20:53:00.000000,2225.2799999999997,3032.64,811.008,,,,-2225.28,,,,
