DeltaFuel,RefillTimeStamp,before_avg,after_avg,Origin,SupplyTimeStamp,FuelLevelLiters,time_discrepancy,fuel_discrepancy,supply_turno,refill_turno,classification,event_type
2197.44,2025-01-26T23:32:30.000000,765.376,2989.0880000000006,P068,2025-01-26T19:00:00.000000,2600.0,16350,402.55999999999995,N,N,TSNormal,Both_Events
2208.3199999999997,2025-01-27T21:03:00.000000,808.48,3071.2959999999994,P068,2025-01-27T19:00:00.000000,2630.0,7380,421.6800000000003,N,N,TSNormal,Both_Events
2156.48,2025-01-28T21:32:30.000000,792.064,2976.704,P068,2025-01-28T19:00:00.000000,2531.0,9150,374.52,N,N,TSNormal,Both_Events
2327.6800000000003,2025-01-29T22:01:00.000000,673.5040000000001,2998.048,P068,2025-01-29T19:00:00.000000,2730.0,10860,402.3199999999997,N,N,TSNormal,Both_Events
1764.8000000000002,2025-01-30T16:26:30.000000,801.1200000000001,2564.8320000000003,SST,2025-01-30T07:00:00.000000,2008.0,33990,243.19999999999982,D,D,TSNormal,Both_Events
2144.0,2025-01-31T08:12:30.000000,885.216,3061.7599999999993,P068,2025-01-31T07:00:00.000000,2505.0,4350,361.0,D,D,TSNormal,Both_Events
2109.12,2025-02-01T02:10:30.000000,947.616,3101.952,P068,2025-01-31T19:00:00.000000,2393.0,25830,283.8800000000001,N,N,TSNormal,Both_Events
2053.4399999999996,2025-02-01T21:16:30.000000,1003.424,3069.216,P068,2025-02-01T18:00:00.000000,2281.0,11790,227.5600000000004,N,N,TSNormal,Both_Events
2029.12,2025-02-02T16:51:30.000000,977.824,3024.5440000000003,SST,2025-02-02T06:00:00.000000,2243.0,39090,213.8800000000001,D,D,TSNormal,Both_Events
2039.3600000000001,2025-02-03T16:44:00.000000,952.7040000000001,3013.632,SST,2025-02-03T06:00:00.000000,2281.0,38640,241.63999999999987,D,D,TSNormal,Both_Events
2043.84,2025-02-04T15:34:30.000000,990.5279999999999,3034.816,SST,2025-02-04T06:00:00.000000,2248.0,34470,204.16000000000008,D,D,TSNormal,Both_Events
1985.6,2025-02-05T09:41:00.000000,810.752,2826.272,P068,2025-02-05T06:00:00.000000,2222.0,13260,236.4000000000001,D,D,TSNormal,Both_Events
,,,,SST,2025-02-05T19:00:00.000000,2048.0,,,N,N,TSAtrasado,Supply_Only
1747.52,2025-02-06T03:09:30.000000,707.232,2442.9440000000004,SST,2025-02-06T06:00:00.000000,2045.0,10230,297.48,D,N,TSAtrasado,Both_Events
1909.12,2025-02-06T13:56:30.000000,1230.9119999999998,3151.936,SST,2025-02-06T06:00:00.000000,2045.0,28590,135.8800000000001,D,D,TSNormal,Both_Events
1784.0,2025-02-07T22:30:30.000000,962.208,3063.936,SST,2025-02-07T19:00:00.000000,2307.0,12630,523.0,N,N,TSNormal,Both_Events
1993.9199999999998,2025-02-08T16:05:30.000000,1030.592,3033.728,SST,2025-02-08T06:00:00.000000,2171.0,36330,177.08000000000015,D,D,TSNormal,Both_Events
1882.56,2025-02-09T12:49:30.000000,1257.056,3158.976,SST,2025-02-09T06:00:00.000000,2057.0,24570,174.44000000000005,D,D,TSNormal,Both_Events
1250.2400000000002,2025-02-10T14:58:30.000000,576.4159999999999,1817.7599999999998,SURTIDOR-TRUCKSHOP,2025-02-10T14:58:04.560000,1464.0,25,213.75999999999976,D,D,TSNormal,Both_Events
,,,,P068,2025-02-10T19:00:00.000000,2370.0,,,N,N,TSAtrasado,Supply_Only
733.7599999999998,2025-02-10T20:58:30.000000,937.3760000000002,3043.36,SURTIDOR-TRUCKSHOP,2025-02-10T14:58:04.560000,1464.0,21625,730.2400000000002,D,N,TSNormal,Both_Events
1323.8400000000001,2025-02-11T14:37:30.000000,730.208,2049.3120000000004,SURTIDOR-TRUCKSHOP,2025-02-11T14:35:25.530000,1527.0,124,203.15999999999985,D,D,TSNormal,Both_Events
2150.08,2025-02-12T02:44:00.000000,970.016,3122.368,SURTIDOR-TRUCKSHOP,2025-02-12T02:40:14.140000,2350.0,225,199.92000000000007,N,N,TSNormal,Both_Events
2122.88,2025-02-13T02:07:30.000000,917.6,3041.952,SST,2025-02-12T19:00:00.000000,2376.0,25650,253.1199999999999,N,N,TSNormal,Both_Events
2062.72,2025-02-13T23:25:30.000000,883.392,3061.8239999999996,P068,2025-02-13T19:00:00.000000,2480.0,15930,417.2800000000002,N,N,TSNormal,Both_Events
2216.3199999999997,2025-02-14T21:36:00.000000,802.4960000000001,3012.2239999999997,P068,2025-02-14T19:00:00.000000,2499.0,9360,282.6800000000003,N,N,TSNormal,Both_Events
2093.12,2025-02-15T20:02:00.000000,845.824,2935.424,P068,2025-02-15T19:00:00.000000,2427.0,3720,333.8800000000001,N,N,TSNormal,Both_Events
2108.48,2025-02-16T16:33:30.000000,885.4399999999999,3044.032,SURTIDOR-TRUCKSHOP,2025-02-16T16:31:07.780000,2448.0,142,339.52,D,D,TSNormal,Both_Events
2141.12,2025-02-17T19:35:00.000000,825.824,3060.6719999999996,SURTIDOR-TRUCKSHOP,2025-02-17T19:35:56.743000,2576.0,56,434.8800000000001,N,N,TSAtrasado,Both_Events
2073.92,2025-02-18T16:18:00.000000,949.5040000000001,3015.04,SST,2025-02-18T07:00:00.000000,2284.0,33480,210.07999999999993,D,D,TSNormal,Both_Events
806.0799999999999,2025-02-19T01:00:00.000000,2400.192,3211.0719999999997,,,,,,N,N,TSAtrasado,Refill_Only
2069.12,2025-02-19T21:15:30.000000,768.128,2987.104,P068,2025-02-19T19:00:00.000000,2668.0,8130,598.8800000000001,N,N,TSNormal,Both_Events
1572.48,2025-02-20T15:41:00.000000,689.6960000000001,2988.032,SST,2025-02-20T07:00:00.000000,2731.0,31260,1158.52,D,D,TSNormal,Both_Events
1052.16,2025-02-21T09:05:30.000000,985.984,3049.0240000000003,P068,2025-02-21T07:00:00.000000,2310.0,7530,1257.84,D,D,TSNormal,Both_Events
2125.4399999999996,2025-02-22T00:57:00.000000,904.4800000000001,3039.072,P068,2025-02-21T19:00:00.000000,2427.0,21420,301.5600000000004,N,N,TSNormal,Both_Events
2200.0,2025-02-23T05:44:30.000000,947.5520000000002,3144.192,SURTIDOR-TRUCKSHOP,2025-02-23T05:40:30.527000,2385.0,239,185.0,N,N,TSNormal,Both_Events
2328.96,2025-02-24T02:30:00.000000,724.8639999999999,3071.68,P068,2025-02-23T20:00:00.000000,2424.0,23400,95.03999999999996,N,N,TSNormal,Both_Events
2153.92,2025-02-25T01:40:00.000000,927.808,3110.7519999999995,P068,2025-02-24T20:00:00.000000,2434.0,20400,280.0799999999999,N,N,TSNormal,Both_Events
1465.6,2025-02-25T13:46:30.000000,1693.568,3138.56,SST,2025-02-25T08:00:00.000000,1860.0,20790,394.4000000000001,D,D,TSNormal,Both_Events
1323.52,2025-02-26T07:52:30.000000,775.36,3032.832,P068,2025-02-26T08:00:00.000000,2700.0,450,1376.48,D,D,TSAtrasado,Both_Events
2212.7999999999997,2025-02-27T04:03:00.000000,828.8,3069.888,SST,2025-02-26T20:00:00.000000,2549.0,28980,336.2000000000003,N,N,TSNormal,Both_Events
,,,,P068,2025-02-27T20:00:00.000000,2512.0,,,N,N,TSAtrasado,Supply_Only
